lon,lat,weather_id,weather_main,weather_description,weather_icon,base,temp,feels_like,temp_min,temp_max,pressure,humidity,sea_level,grnd_level,visibility,wind_speed,wind_deg,clouds_all,sys_type,sys_id,city,country,sunrise,sunset,record_time,city_id,cod
69.4167,34.5,800,Clear,clear sky,01n,stations,72.66,72.73,72.66,72.66,1007,66,1007,798,10000,1.19,67,0,,,Kabul,AF,2024-08-14 07:12:33+00:00,2024-08-14 20:41:39+00:00,2024-08-14 03:36:02+00:00,1138957,200
31.2497,30.0626,800,Clear,clear sky,01n,stations,86.76,93.38,86.41,86.76,1008,62,1008,1002,6000,4.63,30,0,1.0,2514.0,Cairo,EG,2024-08-14 08:21:55+00:00,2024-08-14 21:37:35+00:00,2024-08-14 01:59:48+00:00,360630,200
29.9553,31.2156,800,Clear,clear sky,01n,stations,81.37,83.71,81.37,81.37,1008,61,1008,1008,10000,3.54,356,0,,,Alexandria,EG,2024-08-14 08:25:27+00:00,2024-08-14 21:44:25+00:00,2024-08-14 02:01:37+00:00,361058,200
62.0,34.5,800,Clear,clear sky,01n,stations,84.15,81.55,84.15,84.15,1004,23,1004,890,10000,3.37,30,0,,,Herat Province,AF,2024-08-14 07:42:14+00:00,2024-08-14 21:11:18+00:00,2024-08-14 03:37:30+00:00,1140025,200
19.8189,41.3275,800,Clear,clear sky,01n,stations,76.08,76.26,76.08,76.08,1010,61,1010,975,10000,2.06,160,0,1.0,6359.0,Tirana,AL,2024-08-13 07:48:09+00:00,2024-08-13 21:43:08+00:00,2024-08-14 01:03:33+00:00,3183875,200
19.4414,41.3231,800,Clear,clear sky,01n,stations,77.18,77.7,77.18,77.18,1009,66,1009,1006,10000,0.83,138,0,1.0,6359.0,Durrës,AL,2024-08-13 07:49:41+00:00,2024-08-13 21:44:38+00:00,2024-08-14 01:03:45+00:00,3185728,200
19.4897,40.4667,800,Clear,clear sky,01n,stations,82.15,82.63,82.15,82.15,1009,48,1009,997,10000,1.94,71,0,,,Vlorë,AL,2024-08-13 07:51:09+00:00,2024-08-13 21:42:46+00:00,2024-08-14 01:07:36+00:00,3183719,200
3.042,36.7525,801,Clouds,few clouds,02n,stations,80.42,84.22,80.42,80.42,1010,74,1010,1004,10000,1.54,360,20,1.0,1060.0,Algiers,DZ,2024-08-13 08:03:42+00:00,2024-08-13 21:41:47+00:00,2024-08-14 00:06:12+00:00,2507480,200
-0.6417,35.6911,801,Clouds,few clouds,02n,stations,80.31,82.8,80.31,80.31,1011,65,1011,997,10000,5.66,200,20,1.0,1090.0,Oran,DZ,2024-08-13 08:20:14+00:00,2024-08-13 21:54:43+00:00,2024-08-14 00:05:44+00:00,2485926,200
6.6147,36.365,801,Clouds,few clouds,02n,stations,81.21,82.47,81.21,81.21,1012,54,1012,931,10000,1.72,73,23,,,Constantine,DZ,2024-08-13 07:50:04+00:00,2024-08-13 21:26:51+00:00,2024-08-14 00:04:37+00:00,2501152,200
-63.0578,18.217,500,Rain,light rain,10d,stations,80.94,86.68,80.82,81.1,1010,82,1010,1010,10000,12.25,125,100,2.0,2007546.0,The Valley,AI,2024-08-13 07:53:59+00:00,2024-08-13 20:40:14+00:00,2024-08-13 19:02:52+00:00,3573374,200
-92.341,34.5507,802,Clouds,scattered clouds,03d,stations,94.8,107.4,93.54,96.51,1014,55,1014,1002,10000,0.45,327,26,2.0,2003557.0,East End,US,2024-08-13 08:29:05+00:00,2024-08-13 21:59:22+00:00,2024-08-13 18:07:44+00:00,4109452,200
-122.2701,47.1412,804,Clouds,overcast clouds,04d,stations,67.78,67.08,65.08,70.38,1017,60,1017,1001,10000,2.57,280,100,2.0,2001487.0,South Hill,US,2024-08-13 08:04:16+00:00,2024-08-13 22:23:36+00:00,2024-08-13 16:07:46+00:00,5811456,200
-52.7093,47.5649,804,Clouds,overcast clouds,04d,stations,59.04,58.82,56.79,60.28,1009,89,1009,1004,10000,7.15,26,100,2.0,2007916.0,St. John's,CA,2024-08-13 07:54:43+00:00,2024-08-13 22:16:43+00:00,2024-08-13 20:37:47+00:00,6324733,200
-61.793,17.0667,502,Rain,heavy intensity rain,10d,stations,82.89,86.9,82.89,82.89,1010,65,1010,1009,5089,1.34,309,100,2.0,2016933.0,All Saints,AG,2024-08-13 07:50:15+00:00,2024-08-13 20:33:51+00:00,2024-08-13 19:07:49+00:00,3576397,200
-58.3772,-34.6132,800,Clear,clear sky,01d,stations,62.55,60.33,60.93,63.99,1018,39,1018,1017,10000,10.73,203,3,2.0,2020613.0,Buenos Aires,AR,2024-08-13 09:35:15+00:00,2024-08-13 20:21:32+00:00,2024-08-13 20:04:06+00:00,3435910,200
-64.1811,-31.4135,800,Clear,clear sky,01d,stations,72.66,70.57,72.25,73.76,1012,20,1012,956,10000,2.68,203,0,2.0,2074146.0,Córdoba,AR,2024-08-13 09:53:50+00:00,2024-08-13 20:49:22+00:00,2024-08-13 20:07:55+00:00,3860259,200
-60.6393,-32.9468,800,Clear,clear sky,01d,stations,65.79,63.37,64.11,65.95,1017,28,1017,1015,10000,4.92,360,0,2.0,2096177.0,Rosario,AR,2024-08-13 09:41:51+00:00,2024-08-13 20:33:02+00:00,2024-08-13 20:07:56+00:00,3838583,200
-70.027,12.524,803,Clouds,broken clouds,04d,stations,83.64,92.66,83.64,83.64,1008,79,1008,1008,10000,6.73,48,71,,,Oranjestad,AW,2024-08-13 08:28:19+00:00,2024-08-13 21:01:39+00:00,2024-08-13 19:07:58+00:00,3577154,200
-80.4498,26.6503,800,Clear,clear sky,01d,stations,92.59,102.83,88.99,94.01,1015,55,1015,1014,10000,4.28,334,6,2.0,37924.0,Palm Beach,US,2024-08-13 08:53:02+00:00,2024-08-13 22:00:18+00:00,2024-08-13 19:08:02+00:00,4167510,200
151.2073,-33.8679,301,Drizzle,drizzle,09d,stations,59.85,59.81,57.54,61.36,1023,91,1023,1017,9000,2.57,230,75,2.0,2091046.0,Sydney,AU,2024-08-14 08:35:22+00:00,2024-08-14 19:24:36+00:00,2024-08-14 08:56:20+00:00,2147714,200
-80.6081,28.0836,800,Clear,clear sky,01d,stations,89.13,101.55,87.03,91.38,1015,67,1015,1015,10000,6.17,130,0,1.0,4922.0,Melbourne,US,2024-08-13 08:51:43+00:00,2024-08-13 22:02:53+00:00,2024-08-13 19:04:24+00:00,4163971,200
153.0281,-27.4679,501,Rain,moderate rain,10d,stations,63.37,63.97,62.02,65.82,1018,97,1018,1012,4000,3.6,70,75,2.0,2092148.0,Brisbane,AU,2024-08-14 08:19:24+00:00,2024-08-14 19:26:00+00:00,2024-08-14 09:03:15+00:00,2174003,200
16.3721,48.2085,800,Clear,clear sky,01n,stations,80.06,82.11,75.2,82.26,1011,62,1011,984,10000,2.57,20,0,2.0,2037878.0,Vienna,AT,2024-08-13 07:46:31+00:00,2024-08-13 22:12:21+00:00,2024-08-14 00:58:38+00:00,2761369,200
15.45,47.0667,800,Clear,clear sky,01n,stations,73.74,74.8,71.35,76.93,1011,85,1011,955,10000,0.51,0,1,1.0,6871.0,Graz,AT,2024-08-13 07:53:04+00:00,2024-08-13 22:13:10+00:00,2024-08-14 01:05:06+00:00,2778067,200
13.044,47.7994,500,Rain,light rain,10n,stations,66.7,67.5,65.44,69.1,1011,94,1011,938,10000,4.63,160,75,1.0,6877.0,Salzburg,AT,2024-08-13 08:00:53+00:00,2024-08-13 22:24:36+00:00,2024-08-14 01:04:53+00:00,2766824,200
-59.6167,13.1,500,Rain,light rain,10d,stations,84.69,95.49,84.69,84.69,1014,79,1014,1011,10000,7.2,200,40,1.0,8772.0,Bridgetown,BB,2024-08-13 07:46:02+00:00,2024-08-13 20:20:40+00:00,2024-08-13 19:05:01+00:00,3374036,200
-59.5333,13.0667,500,Rain,light rain,10d,stations,84.29,94.39,84.29,84.29,1014,79,1014,1010,10000,7.2,200,40,1.0,8772.0,Oistins,BB,2024-08-13 07:45:44+00:00,2024-08-13 20:20:18+00:00,2024-08-13 19:08:17+00:00,3373652,200
-59.65,13.25,804,Clouds,overcast clouds,04d,stations,84.81,96.26,84.81,84.81,1014,80,1014,1011,10000,8.06,163,100,1.0,8772.0,Speightstown,BB,2024-08-13 07:46:00+00:00,2024-08-13 20:20:58+00:00,2024-08-13 19:08:19+00:00,3373505,200
4.3488,50.8504,800,Clear,clear sky,01n,stations,72.91,73.67,70.14,74.25,1011,80,1011,1004,10000,2.06,320,0,1.0,1227.0,Brussels,BE,2024-08-13 08:27:27+00:00,2024-08-13 23:07:35+00:00,2024-08-14 01:02:51+00:00,2800866,200
4.4035,51.2199,803,Clouds,broken clouds,04n,stations,71.06,71.73,68.02,73.35,1011,82,1011,1010,10000,3.6,340,75,1.0,1221.0,Antwerp,BE,2024-08-13 08:26:10+00:00,2024-08-13 23:08:26+00:00,2024-08-14 01:05:02+00:00,2803138,200
3.7167,51.05,803,Clouds,broken clouds,04n,stations,68.72,69.33,66.88,71.19,1011,86,1011,1010,10000,1.88,350,70,2.0,2093409.0,Ghent,BE,2024-08-13 08:29:24+00:00,2024-08-13 23:10:41+00:00,2024-08-14 01:03:00+00:00,2797656,200
18.3564,43.8486,800,Clear,clear sky,01n,stations,76.91,76.78,76.91,78.71,1013,53,1013,906,10000,2.24,0,0,2.0,145110.0,Sarajevo,BA,2024-08-13 07:48:49+00:00,2024-08-13 21:54:10+00:00,2024-08-14 01:05:51+00:00,3191281,200
17.1856,44.7758,802,Clouds,scattered clouds,03n,stations,78.17,77.9,78.17,78.17,1010,47,1010,969,10000,1.95,221,27,1.0,6904.0,Banja Luka,BA,2024-08-13 07:51:28+00:00,2024-08-13 22:00:53+00:00,2024-08-14 01:05:25+00:00,3204541,200
18.6694,44.5428,800,Clear,clear sky,01n,stations,73.36,73.83,73.36,73.36,1008,73,1008,970,10000,1.03,90,0,1.0,6907.0,Tuzla,BA,2024-08-13 07:46:03+00:00,2024-08-13 21:54:26+00:00,2024-08-14 01:08:09+00:00,3188582,200
25.9086,-24.6545,802,Clouds,scattered clouds,03n,stations,64.18,61.14,64.18,64.18,1016,18,1016,904,10000,1.58,14,41,,,Gaborone,BW,2024-08-13 08:44:52+00:00,2024-08-13 19:57:42+00:00,2024-08-14 01:08:32+00:00,933773,200
27.5079,-21.17,800,Clear,clear sky,01n,stations,63.32,61.66,63.32,63.32,1018,49,1018,908,10000,3.58,66,0,,,Francistown,BW,2024-08-13 08:34:17+00:00,2024-08-13 19:55:30+00:00,2024-08-14 01:08:34+00:00,933778,200
23.4167,-19.9833,800,Clear,clear sky,01n,stations,64.49,61.2,64.49,64.49,1017,12,1017,911,10000,2.24,96,0,,,Maun,BW,2024-08-13 08:49:16+00:00,2024-08-13 20:13:15+00:00,2024-08-14 01:07:40+00:00,933366,200
-46.6361,-23.5475,800,Clear,clear sky,01n,stations,51.53,50.23,50.45,52.45,1024,82,1024,933,10000,1.34,134,0,2.0,2082654.0,São Paulo,BR,2024-08-13 08:33:33+00:00,2024-08-13 19:49:19+00:00,2024-08-13 20:05:00+00:00,3448439,200
-43.2075,-22.9028,803,Clouds,broken clouds,04n,stations,66.16,65.25,66.16,66.16,1025,59,1025,1027,10000,4.63,200,75,1.0,8429.0,Rio de Janeiro,BR,2024-08-13 08:19:04+00:00,2024-08-13 19:36:22+00:00,2024-08-13 20:05:47+00:00,3451190,200
-47.9297,-15.7797,800,Clear,clear sky,01n,stations,77.92,76.39,74.62,77.92,1016,21,1016,891,10000,4.63,140,0,1.0,8336.0,Brasília,BR,2024-08-13 08:29:47+00:00,2024-08-13 20:03:25+00:00,2024-08-13 20:08:20+00:00,3469058,200
23.3242,42.6975,800,Clear,clear sky,01n,stations,75.81,75.4,74.89,77.09,1011,49,1011,934,10000,4.12,120,0,1.0,6366.0,Sofia,BG,2024-08-14 08:32:27+00:00,2024-08-14 22:30:27+00:00,2024-08-14 02:02:29+00:00,727011,200
24.75,42.15,800,Clear,clear sky,01n,stations,82.47,81.0,80.91,82.47,1010,32,1010,964,10000,3.09,90,0,1.0,6363.0,Plovdiv,BG,2024-08-14 08:27:50+00:00,2024-08-14 22:23:40+00:00,2024-08-14 02:05:55+00:00,728193,200
27.9167,43.2167,800,Clear,clear sky,01n,stations,76.55,77.99,74.88,77.43,1012,87,1012,995,10000,3.09,120,0,1.0,6367.0,Varna,BG,2024-08-14 08:13:00+00:00,2024-08-14 22:13:10+00:00,2024-08-14 02:07:54+00:00,726050,200
-79.4163,43.7001,803,Clouds,broken clouds,04d,stations,78.69,78.75,75.34,81.36,1017,53,1017,1001,10000,0.89,233,66,2.0,2010632.0,Toronto,CA,2024-08-13 08:20:32+00:00,2024-08-13 22:24:33+00:00,2024-08-13 19:04:07+00:00,6167865,200
-123.1193,49.2497,804,Clouds,overcast clouds,04d,stations,66.76,66.61,65.23,68.29,1017,74,1017,1009,10000,4.02,110,99,2.0,2011597.0,Vancouver,CA,2024-08-13 08:02:18+00:00,2024-08-13 22:32:21+00:00,2024-08-13 16:04:25+00:00,6173331,200
-73.5878,45.5088,800,Clear,clear sky,01d,stations,80.64,81.39,79.25,82.02,1014,50,1014,1010,10000,0.89,45,8,2.0,2095341.0,Montreal,CA,2024-08-13 07:53:13+00:00,2024-08-13 22:05:15+00:00,2024-08-13 19:04:55+00:00,6077243,200
-74.0817,4.6097,801,Clouds,few clouds,02d,stations,65.71,64.24,65.71,65.71,1016,48,1016,737,10000,5.66,180,20,1.0,8582.0,Bogota,CO,2024-08-13 07:52:59+00:00,2024-08-13 20:09:25+00:00,2024-08-13 18:08:54+00:00,3688689,200
-75.5636,6.2518,801,Clouds,few clouds,02d,stations,77.0,77.45,76.33,78.67,1011,65,1011,805,10000,5.81,110,20,2.0,2084700.0,Medellín,CO,2024-08-13 07:57:12+00:00,2024-08-13 20:17:04+00:00,2024-08-13 18:08:56+00:00,3674962,200
-76.5225,3.4372,802,Clouds,scattered clouds,03d,stations,86.0,87.33,86.0,86.0,1008,48,1008,869,10000,1.54,160,40,1.0,8590.0,Santiago de Cali,CO,2024-08-13 08:03:58+00:00,2024-08-13 20:17:57+00:00,2024-08-13 18:08:34+00:00,3687925,200
15.9775,45.8131,800,Clear,clear sky,01n,stations,78.26,79.03,75.42,78.48,1009,69,1009,991,10000,0.51,240,0,1.0,6389.0,Donji grad,HR,2024-08-13 07:53:56+00:00,2024-08-13 22:08:04+00:00,2024-08-14 01:08:59+00:00,6618983,200
16.4392,43.5089,800,Clear,clear sky,01n,stations,82.51,82.15,81.84,82.51,1010,42,1010,988,10000,1.03,0,0,1.0,6387.0,Split,HR,2024-08-13 07:57:13+00:00,2024-08-13 22:01:06+00:00,2024-08-14 01:03:54+00:00,3190261,200
14.4092,45.3431,800,Clear,clear sky,01n,stations,82.09,84.76,79.23,82.11,1011,61,1011,970,10000,2.06,330,0,1.0,6385.0,Rijeka,HR,2024-08-13 08:01:18+00:00,2024-08-13 22:13:15+00:00,2024-08-14 01:09:03+00:00,3191648,200
33.3667,35.1667,800,Clear,clear sky,01n,stations,82.0,88.3,79.32,83.37,1007,78,1007,974,10000,3.6,260,0,1.0,6370.0,Nicosia,CY,2024-08-14 08:05:46+00:00,2024-08-14 21:36:48+00:00,2024-08-14 02:05:41+00:00,146268,200
33.0333,34.675,800,Clear,clear sky,01n,stations,80.67,87.33,80.67,81.18,1006,89,1006,985,10000,5.66,260,0,1.0,6381.0,Limassol,CY,2024-08-14 08:07:53+00:00,2024-08-14 21:37:21+00:00,2024-08-14 02:09:06+00:00,146384,200
33.6292,34.9167,800,Clear,clear sky,01n,stations,82.74,91.26,80.91,84.94,1006,82,1006,1002,10000,2.57,210,0,2.0,2038713.0,Larnaca,CY,2024-08-14 08:05:07+00:00,2024-08-14 21:35:21+00:00,2024-08-14 02:08:53+00:00,146400,200
14.4208,50.088,800,Clear,clear sky,01n,stations,78.17,78.51,75.9,80.65,1012,60,1012,978,10000,5.66,100,0,1.0,6848.0,Prague,CZ,2024-08-13 07:49:18+00:00,2024-08-13 22:25:10+00:00,2024-08-14 01:00:44+00:00,3067696,200
16.608,49.1952,800,Clear,clear sky,01n,stations,76.69,76.32,73.78,78.84,1012,48,1012,977,10000,6.17,70,0,2.0,2045835.0,Brno,CZ,2024-08-13 07:42:59+00:00,2024-08-13 22:13:59+00:00,2024-08-14 00:58:10+00:00,3078610,200
18.282,49.8346,800,Clear,clear sky,01n,stations,68.81,68.22,66.47,70.38,1013,60,1013,986,10000,2.06,30,0,2.0,47767.0,Ostrava,CZ,2024-08-13 07:34:32+00:00,2024-08-13 22:09:03+00:00,2024-08-14 01:00:30+00:00,3068799,200
12.5655,55.6759,803,Clouds,broken clouds,04n,stations,64.44,63.97,61.9,65.14,1015,72,1015,1013,10000,6.17,110,83,2.0,2035645.0,Copenhagen,DK,2024-08-13 07:38:42+00:00,2024-08-13 22:50:37+00:00,2024-08-14 01:07:42+00:00,2618425,200
10.2108,56.1567,804,Clouds,overcast clouds,04n,stations,66.67,66.85,64.6,66.85,1013,81,1013,1007,10000,6.69,146,100,2.0,2001568.0,Aarhus,DK,2024-08-13 07:46:18+00:00,2024-08-13 23:01:51+00:00,2024-08-14 01:09:17+00:00,2624652,200
10.3883,55.3959,804,Clouds,overcast clouds,04n,stations,68.83,69.08,68.83,68.83,1013,78,1013,1009,10000,6.53,129,100,2.0,2016321.0,Odense,DK,2024-08-13 07:48:27+00:00,2024-08-13 22:58:16+00:00,2024-08-14 01:06:50+00:00,2615876,200
24.7535,59.437,800,Clear,clear sky,01n,stations,63.21,62.94,55.53,63.95,1017,79,1017,1014,10000,4.12,280,0,1.0,1330.0,Tallinn,EE,2024-08-14 07:36:20+00:00,2024-08-14 23:15:08+00:00,2024-08-14 02:05:36+00:00,588409,200
26.7251,58.3806,800,Clear,clear sky,01n,stations,58.17,57.22,55.65,59.32,1017,75,1017,1009,10000,2.57,280,0,2.0,2038091.0,Tartu,EE,2024-08-14 07:33:10+00:00,2024-08-14 23:02:31+00:00,2024-08-14 02:05:12+00:00,588335,200
28.1903,59.3772,801,Clouds,few clouds,02n,stations,59.59,59.4,59.59,59.59,1016,88,1016,1013,10000,1.76,303,20,,,Narva,EE,2024-08-14 07:22:51+00:00,2024-08-14 23:01:08+00:00,2024-08-14 02:09:23+00:00,590031,200
158.1611,6.9248,801,Clouds,few clouds,02d,stations,83.14,93.0,83.14,83.14,1011,84,1011,1001,10000,2.06,130,20,1.0,7907.0,Palikir,FM,2024-08-14 08:21:35+00:00,2024-08-14 20:42:45+00:00,2024-08-14 10:09:25+00:00,2081986,200
6.95,50.9333,801,Clouds,few clouds,02n,stations,69.33,70.11,68.23,72.59,1009,88,1009,1003,10000,1.54,10,20,2.0,2005976.0,Cologne,DE,2024-08-13 08:16:48+00:00,2024-08-13 22:57:26+00:00,2024-08-14 01:05:22+00:00,2886242,200
151.8468,7.4515,500,Rain,light rain,10d,stations,82.35,92.26,82.35,82.35,1010,89,1010,1010,10000,1.54,0,100,1.0,7898.0,Weno,FM,2024-08-14 07:46:17+00:00,2024-08-14 20:08:33+00:00,2024-08-14 09:09:28+00:00,2081114,200
24.9355,60.1695,800,Clear,clear sky,01n,stations,61.88,61.57,58.87,66.11,1016,81,1016,1014,10000,4.92,300,0,2.0,2011913.0,Helsinki,FI,2024-08-14 07:32:07+00:00,2024-08-14 23:17:54+00:00,2024-08-14 02:04:42+00:00,658225,200
24.6667,60.25,800,Clear,clear sky,01n,stations,61.41,61.16,58.84,66.07,1016,83,1016,1010,10000,2.24,282,0,2.0,2017075.0,Espoo,FI,2024-08-14 07:32:48+00:00,2024-08-14 23:19:22+00:00,2024-08-14 02:09:31+00:00,660129,200
23.7871,61.4991,800,Clear,clear sky,01n,stations,56.75,56.59,56.68,60.01,1016,95,1016,1002,10000,0.51,0,0,2.0,2081861.0,Tampere,FI,2024-08-14 07:29:52+00:00,2024-08-14 23:29:20+00:00,2024-08-14 02:09:33+00:00,634963,200
2.3488,48.8534,800,Clear,clear sky,01n,stations,73.69,74.19,70.38,75.15,1010,73,1010,1000,10000,2.57,360,0,2.0,2041230.0,Paris,FR,2024-08-13 08:40:59+00:00,2024-08-13 23:10:03+00:00,2024-08-14 01:01:43+00:00,2988507,200
5.5,43.3333,800,Clear,clear sky,01n,stations,74.84,75.54,73.58,76.86,1011,75,1011,992,10000,0.45,70,5,2.0,80238.0,Arrondissement de Marseille,FR,2024-08-13 08:41:23+00:00,2024-08-13 22:44:27+00:00,2024-08-14 01:05:43+00:00,2995468,200
4.5833,45.75,500,Rain,light rain,10n,stations,63.81,64.08,63.48,64.58,1013,89,1013,953,10000,1.44,196,100,2.0,2007821.0,Arrondissement de Lyon,FR,2024-08-13 08:39:42+00:00,2024-08-13 22:53:27+00:00,2024-08-14 01:07:55+00:00,2996943,200
13.4105,52.5244,800,Clear,clear sky,01n,stations,73.08,72.54,70.99,74.98,1012,52,1012,1007,10000,4.12,90,0,2.0,2011538.0,Berlin,DE,2024-08-13 07:46:07+00:00,2024-08-13 22:36:26+00:00,2024-08-14 01:07:46+00:00,2950159,200
11.5755,48.1374,500,Rain,light rain,10n,stations,64.99,65.37,63.01,67.8,1011,89,1011,949,10000,0.89,254,100,2.0,2002112.0,Munich,DE,2024-08-13 08:05:54+00:00,2024-08-13 22:31:20+00:00,2024-08-14 01:01:20+00:00,2867714,200
10.0,53.55,800,Clear,clear sky,01n,stations,78.53,78.24,74.61,80.38,1011,46,1011,1009,10000,4.12,120,0,1.0,1263.0,Hamburg,DE,2024-08-13 07:56:28+00:00,2024-08-13 22:53:22+00:00,2024-08-14 01:02:20+00:00,2911298,200
23.7162,37.9795,800,Clear,clear sky,01n,stations,85.62,84.29,82.15,86.99,1009,36,1009,985,10000,2.06,320,0,2.0,2005878.0,Athens,GR,2024-08-14 08:39:42+00:00,2024-08-14 22:20:04+00:00,2024-08-14 01:58:58+00:00,264371,200
22.9439,40.6403,800,Clear,clear sky,01n,stations,85.87,85.71,82.36,87.33,1009,42,1009,993,10000,1.34,84,0,2.0,2035774.0,Thessaloniki,GR,2024-08-14 08:37:59+00:00,2024-08-14 22:27:58+00:00,2024-08-14 02:08:49+00:00,734077,200
